$145.43,14521.3874264543
$145.21,15126.8262024802
$134.41,15866.9004967465
$121.29,18400.7460008538
$114.24,19969.2437047191
$107.88,22472.9037322434
$103.73,24368.3549710528
$94.62,25690.4502769456
$86.70,29509.5655138679
$75.07,30766.2341676398
$73.26,32503.5353431869
$67.35,32344.5087239168
